Year,Month,DayOfWeek,FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,DepDelay,CRSArrTime,ArrDelay,Cancelled,Diverted,Distance,WeatherDelay,hour_of_day,traffic_index,weather_severity,historical_demand,driver_availability,is_delayed,delay_minutes
2026,3,5,2026-03-20,AA,SAV,MIA,550,-6.0,730,-14.0,0.0,0.0,440.0,,5,12.940845572720768,0.0203689912428143,44,0.7349144302466906,0,0.0
2026,3,3,2026-03-18,AA,LAX,ORD,1024,2.0,1636,5.0,0.0,0.0,1744.0,,10,10.865127907437506,0.0049962271589589,794,0.7349144302466906,0,5.0
2026,3,7,2026-03-15,OO,IAH,SLC,1630,2.0,1908,33.0,0.0,0.0,1195.0,0.0,16,21.723593142978228,0.0167009919433928,663,0.7610112772501305,1,33.0
2026,3,3,2026-03-18,AS,SEA,ONT,700,-1.0,939,-11.0,0.0,0.0,956.0,,7,4.046031525038077,0.0251778223380107,745,0.7694889779559119,0,0.0
2026,3,6,2026-03-21,F9,MDW,MCO,615,-10.0,1005,-25.0,0.0,0.0,990.0,,6,3.551263716048465,0.0152397680297061,189,0.6862799583188607,0,0.0
2026,3,2,2026-03-03,AS,DEN,PDX,1138,1.0,1338,-11.0,0.0,0.0,991.0,,11,13.897375565108366,0.0113774695473761,1956,0.7694889779559119,0,0.0
2026,3,7,2026-03-22,UA,SFO,BOS,825,-4.0,1704,-27.0,0.0,0.0,2704.0,,8,7.973767133708156,0.002407597533299,658,0.7732574014120217,0,0.0
2026,3,1,2026-03-16,AS,SNA,PDX,1410,-7.0,1646,-25.0,0.0,0.0,859.0,,14,10.225434715385996,0.0065177485910317,185,0.7694889779559119,0,0.0
2026,3,5,2026-03-06,UA,ORD,BOS,1620,262.0,1942,263.0,0.0,0.0,867.0,13.0,16,26.77232131495573,0.0464670596882464,1468,0.7732574014120217,1,240.0
2026,3,4,2026-03-19,AA,MIA,MCI,1920,98.0,2204,78.0,0.0,0.0,1251.0,0.0,19,29.26969551009045,0.0228369680299186,689,0.7349144302466906,1,78.0
2026,3,6,2026-03-14,AA,ORD,FLL,700,85.0,1103,73.0,0.0,0.0,1182.0,0.0,7,8.53821505936986,0.0464670596882464,1608,0.7349144302466906,1,73.0
2026,3,7,2026-03-08,MQ,DFW,XNA,707,-4.0,830,-10.0,0.0,0.0,280.0,,7,9.706718076718088,0.0220364612284605,1292,0.7843735212156264,0,0.0
2026,3,1,2026-03-23,YX,MSP,ORD,740,-8.0,931,19.0,0.0,0.0,334.0,0.0,7,4.167101863118149,0.0219714201867215,472,0.7248204667863555,1,19.0
2026,3,3,2026-03-18,AA,LAX,ORD,2349,3.0,557,5.0,0.0,0.0,1744.0,,23,13.602357508066271,0.0049962271589589,495,0.7349144302466906,0,5.0
2026,3,4,2026-03-19,AA,DFW,MEM,1737,15.0,1909,7.0,0.0,0.0,431.0,,17,25.87958571658962,0.0220364612284605,1008,0.7349144302466906,0,7.0
2026,3,7,2026-03-15,YX,LGA,PWM,940,-10.0,1104,15.0,0.0,0.0,269.0,0.0,9,9.498724215347613,0.0083510755960678,596,0.7248204667863555,0,15.0
2026,3,2,2026-03-17,YX,DCA,BOS,835,34.0,1020,-1.0,0.0,0.0,399.0,,8,11.1542164334022,0.0250431589261897,766,0.7248204667863555,0,0.0
2026,3,2,2026-03-10,WN,PHX,HOU,905,136.0,1335,137.0,0.0,0.0,1020.0,0.0,9,10.297970587106963,0.0026545066137174,860,0.7304990173266768,1,137.0
2026,3,1,2026-03-23,G4,SFB,ABE,2101,-21.0,2329,-23.0,0.0,0.0,882.0,,21,20.537941145441536,0.0478874587197333,12,0.7240966478014802,0,0.0
2026,3,1,2026-03-09,WN,MCO,AUS,1835,8.0,2040,-5.0,0.0,0.0,994.0,,18,32.3782263677988,0.0160892773476934,705,0.7304990173266768,0,0.0
2026,3,4,2026-03-05,AA,ROC,CLT,1357,-3.0,1559,-3.0,0.0,0.0,573.0,,13,9.905751620196238,0.0118978031364071,52,0.7349144302466906,0,0.0
2026,3,1,2026-03-02,B6,BDL,TPA,1446,176.0,1757,166.0,0.0,0.0,1111.0,0.0,14,27.856269715294257,0.003924279599679,62,0.6798568174422388,1,166.0
2026,3,1,2026-03-09,DL,ATL,PNS,1100,-3.0,1111,1.0,0.0,0.0,272.0,,11,13.072770381429658,0.0187797472514038,1151,0.7800524074680641,0,1.0
2026,3,6,2026-03-07,UA,TPA,IAD,900,-7.0,1119,-7.0,0.0,0.0,811.0,,9,7.184418429859267,0.0201352088567816,377,0.7732574014120217,0,0.0
2026,3,5,2026-03-20,OO,MSP,HIB,910,-2.0,1023,-30.0,0.0,0.0,174.0,,9,9.90312857666843,0.0219714201867215,432,0.7610112772501305,0,0.0
2026,3,7,2026-03-22,DL,RSW,LGA,1959,-11.0,2249,-16.0,0.0,0.0,1080.0,,19,27.19863645460823,0.0136163821976635,263,0.7800524074680641,0,0.0
2026,3,1,2026-03-09,DL,DTW,MKE,830,-8.0,850,-25.0,0.0,0.0,237.0,,8,10.833779738164278,0.0327077649027014,833,0.7800524074680641,0,0.0
2026,3,2,2026-03-03,WN,DEN,OAK,835,0.0,1030,-24.0,0.0,0.0,957.0,,8,6.633985670395937,0.0113774695473761,1228,0.7304990173266768,0,0.0
2026,3,6,2026-03-07,DL,ATL,ROC,1110,35.0,1315,29.0,0.0,0.0,749.0,0.0,11,13.072770381429658,0.0187797472514038,1151,0.7800524074680641,1,29.0
2026,3,3,2026-03-04,AA,EWR,CLT,953,-6.0,1200,-20.0,0.0,0.0,529.0,,9,8.513231760984786,0.007287665830444,563,0.7349144302466906,0,0.0
2026,3,2,2026-03-17,UA,GEG,DEN,500,506.0,826,480.0,0.0,0.0,836.0,0.0,5,2.6699060157049064,0.0174085909407409,149,0.7732574014120217,1,240.0
2026,3,4,2026-03-05,DL,SLC,IAH,1740,-6.0,2144,-6.0,0.0,0.0,1195.0,,17,10.323234911354254,0.0059571853111149,751,0.7800524074680641,0,0.0
2026,3,6,2026-03-07,AS,SFO,LAS,1200,-7.0,1342,-6.0,0.0,0.0,414.0,,12,8.493460367732697,0.002407597533299,406,0.7694889779559119,0,0.0
2026,3,4,2026-03-05,AA,DTW,DFW,1140,-7.0,1344,-13.0,0.0,0.0,986.0,,11,8.870895134497697,0.0327077649027014,141,0.7349144302466906,0,0.0
2026,3,1,2026-03-02,AA,CLT,MSP,1115,-3.0,1308,-17.0,0.0,0.0,930.0,,11,17.468889610178756,0.0273846732583754,1066,0.7349144302466906,0,0.0
2026,3,2,2026-03-17,WN,SAN,RNO,935,-5.0,1120,-20.0,0.0,0.0,488.0,,9,7.456102740307625,0.0087350819056684,351,0.7304990173266768,0,0.0
2026,3,7,2026-03-01,OO,BNA,AUS,705,-10.0,1007,-54.0,0.0,0.0,756.0,,7,8.834337716813122,0.0084564349232009,691,0.7610112772501305,0,0.0
2026,3,6,2026-03-14,OO,DEN,HYS,2104,-8.0,2321,-17.0,0.0,0.0,298.0,,21,23.35205540211356,0.0113774695473761,668,0.7610112772501305,0,0.0
2026,3,5,2026-03-06,AA,OKC,CLT,600,-6.0,936,-24.0,0.0,0.0,940.0,,6,4.169298637760236,0.0144390693742646,188,0.7349144302466906,0,0.0
2026,3,2,2026-03-03,YX,PIT,LGA,1645,-3.0,1812,36.0,0.0,0.0,335.0,0.0,16,18.454760777694197,0.024834390500066,130,0.7248204667863555,1,36.0
2026,3,5,2026-03-06,AA,TUS,DFW,1257,10.0,1612,18.0,0.0,0.0,813.0,10.0,12,12.756558616694756,0.0101063738796076,127,0.7349144302466906,1,18.0
2026,3,6,2026-03-07,DL,SLC,DEN,1930,-6.0,2106,-20.0,0.0,0.0,391.0,,19,9.502745085309348,0.0059571853111149,58,0.7800524074680641,0,0.0
2026,3,7,2026-03-08,B6,JFK,LAX,700,36.0,1032,38.0,0.0,0.0,2475.0,0.0,7,4.504011080895162,0.0031942104930079,532,0.6798568174422388,1,38.0
2026,3,6,2026-03-14,AS,PSG,JNU,1136,-13.0,1222,-22.0,0.0,0.0,123.0,,11,6.719383729860218,0.036577258361925,22,0.7694889779559119,0,0.0
2026,3,6,2026-03-14,OO,DFW,SHV,1122,-7.0,1233,-13.0,0.0,0.0,190.0,,11,16.816718809510032,0.0220364612284605,890,0.7610112772501305,0,0.0
2026,3,3,2026-03-04,DL,TPA,LGA,1745,-11.0,2033,-24.0,0.0,0.0,1010.0,,17,26.24034213432176,0.0201352088567816,372,0.7800524074680641,0,0.0
2026,3,1,2026-03-16,AA,ONT,PHX,1959,-6.0,2120,-11.0,0.0,0.0,325.0,,19,12.651691924269374,0.0034862562239968,77,0.7349144302466906,0,0.0
2026,3,5,2026-03-13,YX,EYW,ORD,700,98.0,948,101.0,0.0,0.0,1251.0,0.0,7,15.042291008606965,0.0144596664631009,56,0.7248204667863555,1,101.0
2026,3,3,2026-03-18,WN,BNA,DAL,740,8.0,950,-13.0,0.0,0.0,623.0,,7,8.834337716813122,0.0084564349232009,691,0.7304990173266768,0,0.0
2026,3,5,2026-03-06,DL,JFK,LAS,2125,9.0,30,-13.0,0.0,0.0,2248.0,,21,22.970615774762976,0.0031942104930079,279,0.7800524074680641,0,0.0
2026,3,4,2026-03-05,OH,MSP,PHL,530,28.0,909,32.0,0.0,0.0,981.0,0.0,5,9.294760777694194,0.0219714201867215,130,0.6783357245337159,1,32.0
2026,3,7,2026-03-15,OO,SLC,PSC,1045,7.0,1133,13.0,0.0,0.0,521.0,,10,6.011396708774296,0.0059571853111149,613,0.7610112772501305,0,13.0
2026,3,7,2026-03-15,YX,BDL,DCA,1915,-3.0,2059,-21.0,0.0,0.0,313.0,,19,22.48726848172405,0.003924279599679,81,0.7248204667863555,0,0.0
2026,3,3,2026-03-04,UA,EWR,PBI,630,-6.0,932,-27.0,0.0,0.0,1024.0,,6,1.841062965779677,0.007287665830444,633,0.7732574014120217,0,0.0
2026,3,3,2026-03-11,WN,IND,RSW,1540,68.0,1805,64.0,0.0,0.0,945.0,0.0,15,23.324198778681595,0.0154099281272436,212,0.7304990173266768,1,64.0
2026,3,1,2026-03-09,AS,LIH,HNL,1622,-6.0,1706,-9.0,0.0,0.0,102.0,,16,12.514002287335863,0.0398969245943425,31,0.7694889779559119,0,0.0
2026,3,4,2026-03-19,WN,CMH,RSW,1205,0.0,1430,-16.0,0.0,0.0,930.0,,12,15.679881269055638,0.015069869448944,198,0.7304990173266768,0,0.0
2026,3,3,2026-03-04,MQ,ORD,SDF,905,-6.0,1130,-9.0,0.0,0.0,286.0,,9,19.07117260695769,0.0464670596882464,1655,0.7843735212156264,0,0.0
2026,3,7,2026-03-22,YX,DTW,LGA,620,0.0,810,-9.0,0.0,0.0,502.0,,6,8.547816990705915,0.0327077649027014,340,0.7248204667863555,0,0.0
2026,3,2,2026-03-10,DL,TPA,RDU,2059,-15.0,2249,-23.0,0.0,0.0,587.0,,20,29.675349477075017,0.0201352088567816,235,0.7800524074680641,0,0.0
2026,3,6,2026-03-21,DL,ATL,HPN,1950,-10.0,2207,-10.0,0.0,0.0,781.0,,19,24.06448400340214,0.0187797472514038,1348,0.7800524074680641,0,0.0
2026,3,7,2026-03-22,YX,IAH,DCA,1715,-4.0,2127,11.0,0.0,0.0,1208.0,,17,33.1736757190565,0.0167009919433928,177,0.7248204667863555,0,11.0
2026,3,6,2026-03-14,WN,SJC,SNA,705,-4.0,825,-15.0,0.0,0.0,342.0,,7,0.8046306696535578,0.0052793607183075,199,0.7304990173266768,0,0.0
2026,3,3,2026-03-04,OO,MSP,SDF,1245,58.0,1548,64.0,0.0,0.0,604.0,58.0,12,14.973030015226842,0.0219714201867215,417,0.7610112772501305,1,64.0
2026,3,2,2026-03-03,AA,BOS,CLT,1215,-9.0,1450,-29.0,0.0,0.0,728.0,,12,15.174654014309956,0.0087717981779701,445,0.7349144302466906,0,0.0
2026,3,3,2026-03-11,DL,PDX,SLC,1915,8.0,2207,-14.0,0.0,0.0,630.0,,19,11.995088229088308,0.0041051497284354,140,0.7800524074680641,0,0.0
2026,3,3,2026-03-11,MQ,ORD,CMI,2026,-4.0,2130,-9.0,0.0,0.0,135.0,,20,29.9199515207168,0.0464670596882464,1339,0.7843735212156264,0,0.0
2026,3,3,2026-03-18,DL,ATL,IND,1655,0.0,1822,17.0,0.0,0.0,432.0,0.0,16,18.680340928419017,0.0187797472514038,1312,0.7800524074680641,1,17.0
2026,3,5,2026-03-06,AS,SEA,SNA,1824,-5.0,2112,-35.0,0.0,0.0,978.0,,18,14.824972307007965,0.0251778223380107,373,0.7694889779559119,0,0.0
2026,3,1,2026-03-16,WN,BWI,SAV,1505,-1.0,1655,17.0,0.0,0.0,548.0,0.0,15,19.60545309680449,0.0063075039327437,276,0.7304990173266768,1,17.0
2026,3,2,2026-03-10,MQ,ORD,MEM,1656,-3.0,1847,1.0,0.0,0.0,491.0,,16,26.77232131495573,0.0464670596882464,1468,0.7843735212156264,0,1.0
2026,3,5,2026-03-06,DL,LAX,JFK,745,9.0,1608,4.0,0.0,0.0,2475.0,,7,4.704068502093834,0.0049962271589589,770,0.7800524074680641,0,4.0
2026,3,2,2026-03-17,MQ,FSM,DFW,1019,-6.0,1140,-23.0,0.0,0.0,227.0,,10,15.1003361108126,0.0272202852925953,22,0.7843735212156264,0,0.0
2026,3,6,2026-03-07,B6,BOS,TPA,1229,8.0,1559,-18.0,0.0,0.0,1185.0,,12,15.174654014309956,0.0087717981779701,445,0.6798568174422388,0,0.0
2026,3,2,2026-03-17,WN,PHX,AUS,855,7.0,1305,49.0,0.0,0.0,872.0,0.0,8,7.599366223108169,0.0026545066137174,1220,0.7304990173266768,1,49.0
2026,3,2,2026-03-17,AA,DEN,MIA,1233,-3.0,1837,-29.0,0.0,0.0,1709.0,,12,17.587501945432166,0.0113774695473761,811,0.7349144302466906,0,0.0
2026,3,1,2026-03-23,OH,DCA,SAV,1939,146.0,2136,141.0,0.0,0.0,519.0,0.0,19,34.48936398757044,0.0250431589261897,571,0.6783357245337159,1,141.0
2026,3,1,2026-03-16,OH,GSO,CLT,1611,4.0,1719,-17.0,0.0,0.0,84.0,,16,15.620874786003313,0.0378019366077211,19,0.6783357245337159,0,0.0
2026,3,7,2026-03-15,WN,OAK,DAL,855,4.0,1420,-7.0,0.0,0.0,1468.0,,8,6.394768898697582,0.002265628671797,92,0.7304990173266768,0,0.0
2026,3,7,2026-03-08,WN,LAS,SMF,835,-2.0,1015,-24.0,0.0,0.0,397.0,,8,7.740652571590096,0.0038954650849508,492,0.7304990173266768,0,0.0
2026,3,2,2026-03-17,MQ,DFW,ABI,1309,-8.0,1408,-21.0,0.0,0.0,158.0,,13,20.62509470420205,0.0220364612284605,921,0.7843735212156264,0,0.0
2026,3,7,2026-03-22,DL,ATL,JAX,1047,-3.0,1159,-9.0,0.0,0.0,269.0,,10,14.154534536642432,0.0187797472514038,1185,0.7800524074680641,0,0.0
2026,3,3,2026-03-11,OO,SHV,ATL,1234,-7.0,1520,-12.0,0.0,0.0,552.0,,12,18.795677131491377,0.0376862839976361,23,0.7610112772501305,0,0.0
2026,3,1,2026-03-09,DL,ATL,BUF,1355,11.0,1551,11.0,0.0,0.0,712.0,,13,12.941154131491698,0.0187797472514038,928,0.7800524074680641,0,11.0
2026,3,5,2026-03-13,MQ,ORD,GRR,2157,95.0,4,84.0,0.0,0.0,137.0,84.0,21,27.6352066848679,0.0464670596882464,895,0.7843735212156264,1,84.0
2026,3,1,2026-03-02,AA,CMH,CLT,831,-2.0,1009,60.0,0.0,0.0,347.0,0.0,8,9.55957132248635,0.015069869448944,227,0.7349144302466906,1,60.0
2026,3,1,2026-03-16,UA,DFW,DEN,906,78.0,1030,69.0,0.0,0.0,641.0,0.0,9,16.318345508745534,0.0220364612284605,455,0.7732574014120217,1,69.0
2026,3,4,2026-03-05,UA,STL,ORD,741,-5.0,910,-16.0,0.0,0.0,258.0,,7,8.35071372218043,0.0090734132311073,280,0.7732574014120217,0,0.0
2026,3,4,2026-03-05,WN,PIT,MCO,1210,0.0,1435,-19.0,0.0,0.0,834.0,,12,13.840978953679777,0.024834390500066,117,0.7304990173266768,0,0.0
2026,3,1,2026-03-23,UA,TPA,ORD,1225,-7.0,1433,-13.0,0.0,0.0,1012.0,,12,14.535177527489878,0.0201352088567816,313,0.7732574014120217,0,0.0
2026,3,2,2026-03-17,AA,LAS,DFW,935,-5.0,1422,-12.0,0.0,0.0,1055.0,,9,7.505870630951594,0.0038954650849508,783,0.7349144302466906,0,0.0
2026,3,1,2026-03-16,WN,BWI,BDL,1715,78.0,1830,65.0,0.0,0.0,283.0,0.0,17,34.40509583329811,0.0063075039327437,336,0.7304990173266768,1,65.0
2026,3,5,2026-03-20,AS,TPA,SEA,1741,12.0,2105,-4.0,0.0,0.0,2520.0,,17,26.24034213432176,0.0201352088567816,372,0.7694889779559119,0,0.0
2026,3,1,2026-03-02,WN,STL,PHX,525,-6.0,810,-29.0,0.0,0.0,1262.0,,5,6.039545565039181,0.0090734132311073,213,0.7304990173266768,0,0.0
2026,3,4,2026-03-12,YX,ORD,CLT,710,-3.0,1026,38.0,0.0,0.0,599.0,0.0,7,8.53821505936986,0.0464670596882464,1608,0.7248204667863555,1,38.0
2026,3,7,2026-03-15,AS,SEA,BOS,1542,36.0,2359,21.0,0.0,0.0,2496.0,0.0,15,17.592867988575627,0.0251778223380107,623,0.7694889779559119,1,21.0
2026,3,7,2026-03-08,WN,AUS,PHX,1635,30.0,1715,24.0,0.0,0.0,872.0,0.0,16,28.276598878547865,0.0114657698816389,411,0.7304990173266768,1,24.0
2026,3,1,2026-03-23,OO,ORD,JLN,1550,0.0,1743,-8.0,0.0,0.0,484.0,,15,26.936678906531363,0.0464670596882464,861,0.7610112772501305,0,0.0
2026,3,7,2026-03-01,WN,ATL,TPA,1905,0.0,2035,-11.0,0.0,0.0,406.0,,19,24.06448400340214,0.0187797472514038,1348,0.7304990173266768,0,0.0
2026,3,7,2026-03-01,MQ,ORD,DTW,1425,-3.0,1650,-8.0,0.0,0.0,235.0,,14,22.53153017259167,0.0464670596882464,1525,0.7843735212156264,0,0.0
2026,3,4,2026-03-19,OO,ORD,BNA,640,-4.0,819,-25.0,0.0,0.0,409.0,,6,8.953844252854767,0.0464670596882464,647,0.7610112772501305,0,0.0
2026,3,7,2026-03-08,WN,STL,PHX,550,-6.0,725,-37.0,0.0,0.0,1262.0,,5,6.039545565039181,0.0090734132311073,213,0.7304990173266768,0,0.0
2026,3,5,2026-03-13,AA,PHL,TPA,1145,-8.0,1435,-21.0,0.0,0.0,920.0,,11,15.635839005803964,0.0107618687949153,265,0.7349144302466906,0,0.0
2026,3,1,2026-03-16,DL,CLE,ATL,805,76.0,1001,73.0,0.0,0.0,554.0,0.0,8,6.09237556083716,0.0061290229864815,188,0.7800524074680641,1,73.0
2026,3,1,2026-03-09,OO,IAH,CLT,1210,-6.0,1550,-16.0,0.0,0.0,912.0,,12,11.762831804841872,0.0167009919433928,776,0.7610112772501305,0,0.0
2026,3,7,2026-03-15,B6,BOS,RSW,1556,83.0,1932,112.0,0.0,0.0,1249.0,0.0,15,20.562439793043843,0.0087717981779701,576,0.6798568174422388,1,112.0
2026,3,5,2026-03-13,DL,LGA,MCO,1121,-4.0,1419,-27.0,0.0,0.0,950.0,,11,13.213462795881249,0.0083510755960678,501,0.7800524074680641,0,0.0
2026,3,4,2026-03-05,OH,DAY,CLT,720,-5.0,915,-23.0,0.0,0.0,370.0,,7,8.487720572720768,0.0222385903982004,44,0.6783357245337159,0,0.0
2026,3,4,2026-03-05,AA,AUS,ORD,1159,52.0,1444,41.0,0.0,0.0,977.0,0.0,11,12.983776666624166,0.0114657698816389,275,0.7349144302466906,1,41.0
2026,3,1,2026-03-09,OO,ORD,JST,2117,37.0,2359,40.0,0.0,0.0,487.0,0.0,21,27.6352066848679,0.0464670596882464,895,0.7610112772501305,1,40.0
2026,3,2,2026-03-17,AS,MCO,SEA,1816,0.0,2153,5.0,0.0,0.0,2554.0,,18,32.3782263677988,0.0160892773476934,705,0.7694889779559119,0,5.0
2026,3,2,2026-03-17,YX,IND,IAD,1002,-1.0,1147,-1.0,0.0,0.0,476.0,,10,10.057062104213012,0.0154099281272436,159,0.7248204667863555,0,0.0
2026,3,4,2026-03-05,DL,MSP,LAS,2159,-4.0,2335,-8.0,0.0,0.0,1299.0,,21,14.776015970376315,0.0219714201867215,363,0.7800524074680641,0,0.0
2026,3,7,2026-03-08,DL,ATL,PNS,1100,-5.0,1111,-10.0,0.0,0.0,272.0,,11,13.072770381429658,0.0187797472514038,1151,0.7800524074680641,0,0.0
2026,3,2,2026-03-03,WN,PVD,MCO,645,-5.0,955,-23.0,0.0,0.0,1072.0,,6,6.328196840876661,0.0069757365623357,133,0.7304990173266768,0,0.0
2026,3,4,2026-03-19,WN,MDW,LAX,1740,17.0,2015,10.0,0.0,0.0,1751.0,,17,31.71464380228206,0.0152397680297061,179,0.7304990173266768,0,10.0
2026,3,5,2026-03-20,OO,SLC,LAX,1207,-10.0,1322,-32.0,0.0,0.0,590.0,,12,13.872163590790256,0.0059571853111149,213,0.7610112772501305,0,0.0
2026,3,4,2026-03-19,OH,CLT,EWN,1806,-8.0,1921,-6.0,0.0,0.0,222.0,,18,22.28066267574954,0.0273846732583754,786,0.6783357245337159,0,0.0
2026,3,3,2026-03-18,AA,SNA,DFW,1247,32.0,1754,52.0,0.0,0.0,1205.0,0.0,12,15.207432164775383,0.0065177485910317,251,0.7349144302466906,1,52.0
2026,3,6,2026-03-07,B6,FLL,ATL,2030,31.0,2221,24.0,0.0,0.0,581.0,0.0,20,40.25673320762313,0.0258627483916769,643,0.6798568174422388,1,24.0
2026,3,4,2026-03-05,OH,CLT,CVG,2015,-5.0,2157,-12.0,0.0,0.0,335.0,,20,24.089767116131743,0.0273846732583754,907,0.6783357245337159,0,0.0
2026,3,6,2026-03-14,UA,AUS,DEN,530,-5.0,652,-11.0,0.0,0.0,775.0,,5,3.167845562396685,0.0114657698816389,303,0.7732574014120217,0,0.0
2026,3,7,2026-03-15,AS,PHX,PDX,1336,118.0,1633,123.0,0.0,0.0,1010.0,0.0,13,14.013475087934207,0.0026545066137174,738,0.7694889779559119,1,123.0
2026,3,2,2026-03-17,B6,PBI,LGA,1919,208.0,2159,195.0,0.0,0.0,1035.0,0.0,19,36.36702730649165,0.0182623330045977,204,0.6798568174422388,1,195.0
2026,3,6,2026-03-07,DL,SFO,SLC,555,-7.0,848,-11.0,0.0,0.0,599.0,,5,1.3440806665950238,0.002407597533299,155,0.7800524074680641,0,0.0
2026,3,2,2026-03-10,DL,SFO,JFK,1425,-7.0,2254,-24.0,0.0,0.0,2586.0,,14,16.170715884616214,0.002407597533299,321,0.7800524074680641,0,0.0
2026,3,1,2026-03-09,UA,BNA,IAH,1030,6.0,1255,-20.0,0.0,0.0,657.0,,10,9.500572504422806,0.0084564349232009,354,0.7732574014120217,0,0.0
2026,3,1,2026-03-02,DL,ATL,MCI,816,-6.0,933,-14.0,0.0,0.0,692.0,,8,9.683714750949378,0.0187797472514038,1459,0.7800524074680641,0,0.0
2026,3,3,2026-03-18,F9,CLE,PHX,730,118.0,923,94.0,0.0,0.0,1737.0,0.0,7,4.806850736918807,0.0061290229864815,274,0.6862799583188607,1,94.0
2026,3,5,2026-03-20,UA,ORD,LAX,850,-4.0,1147,-36.0,0.0,0.0,1744.0,,8,13.919963069873392,0.0464670596882464,1764,0.7732574014120217,0,0.0
2026,3,3,2026-03-18,DL,LGA,ATL,2000,5.0,2244,-22.0,0.0,0.0,762.0,,20,30.27117252047904,0.0083510755960678,427,0.7800524074680641,0,0.0
2026,3,1,2026-03-23,AA,LAS,ORD,1530,234.0,2113,224.0,0.0,0.0,1514.0,0.0,15,16.920451792095438,0.0038954650849508,631,0.7349144302466906,1,224.0
2026,3,2,2026-03-03,WN,IND,AUS,1700,-6.0,1850,-32.0,0.0,0.0,919.0,,17,24.723492643180197,0.0154099281272436,236,0.7304990173266768,0,0.0
2026,3,7,2026-03-08,F9,MSP,DEN,645,-10.0,807,-32.0,0.0,0.0,680.0,,6,6.637904311077678,0.0219714201867215,355,0.6862799583188607,0,0.0
2026,3,3,2026-03-11,DL,LAX,PDX,945,-9.0,1214,-17.0,0.0,0.0,833.0,,9,7.016279233588484,0.0049962271589589,976,0.7800524074680641,0,0.0
2026,3,4,2026-03-12,DL,DTW,SNA,840,5.0,1046,-2.0,0.0,0.0,1960.0,,8,10.833779738164278,0.0327077649027014,833,0.7800524074680641,0,0.0
2026,3,7,2026-03-08,AA,MIA,LAS,1940,-5.0,2229,-34.0,0.0,0.0,2174.0,,19,29.26969551009045,0.0228369680299186,689,0.7349144302466906,0,0.0
2026,3,5,2026-03-20,UA,MTJ,DEN,1342,63.0,1455,51.0,0.0,0.0,197.0,0.0,13,16.86775833316391,0.0151781277453258,54,0.7732574014120217,1,51.0
2026,3,6,2026-03-21,F9,ATL,RDU,600,218.0,725,219.0,0.0,0.0,356.0,0.0,6,11.93322293414733,0.0187797472514038,456,0.6862799583188607,1,219.0
2026,3,5,2026-03-06,WN,BNA,PHX,2230,135.0,130,124.0,0.0,0.0,1449.0,0.0,22,26.455646630520324,0.0084564349232009,257,0.7304990173266768,1,124.0
2026,3,5,2026-03-13,YX,PWM,EWR,1909,15.0,2100,3.0,0.0,0.0,284.0,,19,10.492669657798183,0.0155199673047847,19,0.7248204667863555,0,3.0
2026,3,3,2026-03-18,AA,BUF,CLT,1940,-3.0,2144,-17.0,0.0,0.0,546.0,,19,25.82765244636816,0.010828688746074,89,0.7349144302466906,0,0.0
2026,3,5,2026-03-20,UA,SNA,EWR,2114,29.0,515,26.0,0.0,0.0,2433.0,0.0,21,7.731038477211471,0.0065177485910317,61,0.7732574014120217,1,26.0
2026,3,6,2026-03-21,WN,LAS,OAK,1305,7.0,1445,-6.0,0.0,0.0,407.0,,13,15.346483256390968,0.0038954650849508,630,0.7304990173266768,0,0.0
2026,3,2,2026-03-03,OO,ORD,SBN,1755,-2.0,1953,8.0,0.0,0.0,84.0,,17,26.710973116909045,0.0464670596882464,1166,0.7610112772501305,0,8.0
2026,3,4,2026-03-12,DL,ATL,IAH,955,7.0,1117,6.0,0.0,0.0,689.0,,9,11.525458456540177,0.0187797472514038,1265,0.7800524074680641,0,6.0
2026,3,7,2026-03-22,AA,PHL,BOS,1052,394.0,1216,383.0,0.0,0.0,280.0,0.0,10,10.708779409696104,0.0107618687949153,460,0.7349144302466906,1,240.0
2026,3,4,2026-03-12,WN,TUL,MDW,510,3.0,650,14.0,0.0,0.0,583.0,,5,6.939172786360384,0.020000845599967,108,0.7304990173266768,0,14.0
2026,3,4,2026-03-19,DL,SEA,SLC,1125,-1.0,1426,-14.0,0.0,0.0,689.0,,11,15.572180253396644,0.0251778223380107,835,0.7800524074680641,0,0.0
2026,3,5,2026-03-06,AA,DFW,PDX,1702,55.0,1916,43.0,0.0,0.0,1616.0,0.0,17,25.87958571658962,0.0220364612284605,1008,0.7349144302466906,1,43.0
2026,3,3,2026-03-04,DL,ATL,DTW,1100,2.0,1256,-4.0,0.0,0.0,594.0,,11,13.072770381429658,0.0187797472514038,1151,0.7800524074680641,0,0.0
2026,3,2,2026-03-10,AA,PHX,DTW,1624,36.0,2311,39.0,0.0,0.0,1671.0,0.0,16,16.82514942712581,0.0026545066137174,911,0.7349144302466906,1,39.0
2026,3,2,2026-03-10,WN,MCI,BNA,1025,-8.0,1200,-25.0,0.0,0.0,491.0,,10,8.348495350811206,0.0097770558264455,170,0.7304990173266768,0,0.0
2026,3,4,2026-03-12,DL,MCO,DTW,1415,14.0,1700,8.0,0.0,0.0,957.0,,14,21.45397614545383,0.0160892773476934,562,0.7800524074680641,0,8.0
